fichier;source;artiste_fichier;titre_fichier;resultat;score;artiste_discogs;titre_discogs;genre;style;annee;label;release_id
2016-03-31\Alle-Farben_-_Tempelhof-Joachim-Pastor-Remix.mp3;tags;Alle Farben;Tempelhof (Joachim Pastor Remix);MATCH;100.0;Alle Farben;Tempelhof (Joachim Pastor Remix);Electronic;Tech House;2013;Kallias;4617630
2016-03-31\Betoko_-_Supersonic-Tube--Berger-Remix.mp3;tags;Betoko;Supersonic (Tube & Berger Remix);MATCH;100.0;Betoko;Supersonic (Tube & Berger Remix);Electronic;Tech House;2013;OFF Recordings;5105633
2016-03-31\DUSTY-KID_-_linchesque--boxer-recordings.mp3;tags;Dusty Kid;Linchesque;MATCH;94.0;Dusty Kid;Lynchesque;Electronic;Techno/Minimal;2009;Boxer Recordings;1669211
2016-03-31\Dole--Kom-Kollmorgen_-_Silence-feat-Kollmorgen-MollonoBass-Remix.mp3;tags;Dole & Kom, Kollmorgen;Silence (feat. Kollmorgen) (Mollono.Bass Remix);MATCH;100.0;Dole & Kom;Silence (Mollono.Bass Remix);Electronic;Tech House/Deep House;2015;3000°;7437492
2016-03-31\Dualitik_-_Battle-Of-Sense-Worakls-Remix.mp3;tags;Dualitik;Battle Of Sense (Worakls Remix);NON;0.0;;;;;;;
2016-03-31\HVOB_-_Window-Gui-Boratto-Remix.mp3;tags;HVOB;Window (Gui Boratto Remix);MATCH;100.0;HVOB;Window (Gui Boratto Remix);Electronic;Deep House;2014;Stil Vor Talent;6365179
2016-03-31\Joachim-Pastor_-_Oulan-Bator-Original-Mix.mp3;tags;Joachim Pastor;Oulan Bator (Original Mix);MATCH;100.0;Joachim Pastor;Oulan Bator;Electronic;Electro House;2015;Hungry Music;7501158
2016-03-31\Joris-Delacroix_-_Air-France-SYNAPSON-Remix.mp3;tags;Joris Delacroix;Air France (SYNAPSON Remix);MATCH;100.0;Joris Delacroix;Air France (Synapson Remix);Electronic;Electro/Techno/Progressive House;2013;Way Of House;7826005
2016-03-31\Kolombo-Kagomba_-_Kagomba-Andhim-Remix.mp3;tags;Kolombo, Kagomba;Kagomba (Andhim Remix);MATCH;100.0;Kolombo;Kagomba (Andhim Remix);Electronic;House;2010;Kittball Records;2318326
2016-03-31\Massive-Attack_-_Paradise-Circus-Gui-Boratto-Remix.mp3;tags;Massive Attack;Paradise Circus (Gui Boratto Remix);MATCH;100.0;Massive Attack;Paradise Circus (Gui Boratto Remix);Electronic;Trip Hop/Downtempo;2010;The Vinyl Factory;2126330
2016-03-31\Maurice-Aymard--Gui-Boratto_-_Home.mp3;tags;Maurice Aymard & Gui Boratto;Home;NON;0.0;;;;;;;
2016-03-31\Oliver-Koletzki-feat-Leslie-Clio_-_No-Man-No-Cry-Worakls-Remix.mp3;tags;Oliver Koletzki (feat Leslie Clio);No Man No Cry (Worakls Remix);MATCH;100.0;Oliver Koletzki;No Man No Cry (Worakls Remix);Electronic;House;2014;Stil Vor Talent;7594511
2016-03-31\Red-Hot-Chili-Peppers_-_Scar-Tissue-Nto-Remix.mp3;tags;Red Hot Chili Peppers;Scar Tissue (N'to Remix);NON;80.0;Red Hot Chili Peppers;Scar Tissue;;;;;
2016-03-31\Stephan-Bodzin_-_Wir-Edu-Imbernon-amp-Coyu-Remix.mp3;tags;Stephan Bodzin;Wir (Edu Imbernon & Coyu Remix);MATCH;100.0;Stephan Bodzin;Wir (Edu Imbernón & Coyu Remix);Electronic;Tech House/Techno/Deep House;2015;Herzblut Recordings;7740558
2016-03-31\The-XX_-_Crystalised-Joris-Delacroixs-Added-Stuff.mp3;tags;The XX;Crystalised-Joris-Delacroixs-Added-Stuff;NON;65.9;The xx;Crystalised;;;;;
2016-03-31\Wolfgang-Lohr-Miss-NatNat-amp-Artenvielfalt_-_Sunbelt-Regret-MollonoBass-Remix.mp3;tags;Wolfgang Lohr, Miss NatNat, Artenvielfalt;Sunbelt Regret (Mollono.Bass Remix);MATCH;100.0;Miss NatNat;Sunbelt Regret (Mollono.Bass Remix);Electronic;Tech House;2012;Acker Records;4107707
2016-03-31\Worakls_-_Adagio-For-Square-Club-Mix.mp3;tags;Worakls;Adagio For Square;MATCH;100.0;Worakls;Adagio For Square;Electronic;Tech House/Progressive House;2015;FFRR Records Ltd.;7503961
2016-03-31\Worakls_-_From-Now-On-Original-Mix.mp3;tags;Worakls;From Now On (Original Mix);MATCH;100.0;Worakls;From Now On;Electronic;Tech House;2015;Hungry Music;7637372
2016-03-31\Worakls_-_Salzburg-Original-Mix.mp3;tags;Worakls;Salzburg (Original Mix);MATCH;100.0;Worakls;Salzburg;Electronic;Tech House;2014;Hungry Music;7500892
2016-03-31\Worakls_-_Toi-Original-Mix.mp3;tags;Worakls;Toi (Original Mix);MATCH;100.0;Worakls;Toi;Electronic;Tech House;2015;Hungry Music;7500940
2016-05-04\Archive_-_Again-Maceo-Plex-Remix.mp3;tags;Archive;Again (Maceo Plex Remix);NON;77.5;Archive;Again (Simon Raymonde Remix);;;;;
2016-05-04\Bob-Moses_-_Far-From-The-Tree.mp3;tags;Bob Moses;Far From The Tree (Original Mix);MATCH;100.0;Bob Moses (5);Far From The Tree;Electronic;House/Deep House;2013;Scissor and Thread;5092726
2016-05-04\Confute_-_On-The-Hour-Original-Mix.mp3;tags;Confute;On The Hour (Original Mix);MATCH;100.0;Confute;On The Hour;Electronic;Techno;2014;Gem Records (6);6956311
2016-05-04\Der-Dritte-Raum_-_Hale-Bopp-Original-Mix-1998.mp3;tags;Der-Dritte-Raum;Hale-Bopp-Original-Mix-1998;NON;74.9;Der Dritte Raum;Hale Bopp (Meteoriten Version);;;;;
2016-05-04\Gardens-Of-God_-_Fiddler-Original-Mix.mp3;tags;Gardens Of God;Fiddler (Original Mix);MATCH;100.0;Gardens Of God;Fiddler;Electronic;Tech House;2014;Ellum Audio;6263490
2016-05-04\Maceo-Plex_-_Conjure-Floyd.mp3;tags;Maceo Plex;Conjure Floyd;MATCH;100.0;Maceo Plex;Conjure Floyd;Electronic;Techno;2014;Drumcode;6415291
2016-05-04\Max-Cooper_-_Woven-Ancestry-Lusine-Remix.mp3;tags;Max Cooper;Woven Ancestry (Lusine Remix);MATCH;100.0;Max Cooper;Woven Ancestry (Lusine Remix);Electronic;Techno/Tech House/Dubstep;2014;Fields;5904576
2016-05-04\Nicolas-Bougaeff_-_Pulse-Train.mp3;tags;Nicolas Bougaïeff;Pulse Train;MATCH;100.0;Nicolas Bougaïeff;Pulse Train;Electronic;Techno;2014;Trapez;6112940
2016-05-04\Obscure-Live_-_Decline-VSK-remix.mp3;tags;Obscure Live;Decline (VSK remix);MATCH;100.0;Obscure Live;Decline (VSK Remix);Electronic;Techno;2014;NuLabel Quality Records;9247059
2016-05-04\Royksopp_-_Sordid-Affair-Maceo-Plex-Remix.mp3;tags;Royksopp;Sordid-Affair-Maceo-Plex-Remix;MATCH;100.0;Röyksopp;Sordid Affair (Maceo Plex Remix);Electronic;Deep House;2014;Dog Triumph;15468490
2016-05-04\Shall-Ocin_-_Orbis-Original-Mix.mp3;tags;Shall-Ocin;Orbis (Original Mix);MATCH;100.0;Shall Ocin;Orbis;Electronic;Techno;2014;Ellum Audio;6187044
2016-05-04\Yello_-_Lost-Again-Club-Bizarre-Edit.mp3;tags;Yello;Lost-Again-Club-Bizarre-Edit;NON;71.6;Yello;Lost Again (Club Bizarre Edit);;;;;
2016-05-08\Aprs_-_Chicago.mp3;tags;Apres;Chicago;MATCH;100.0;Après;Chicago;Electronic;Deep House;2015;Subsoul;7938420
2016-05-08\Boddika--Joy-Orbison_-_Mercy-Boddikas-VIP.mp3;tags;Boddika & Joy Orbison;Mercy (Boddikas VIP);NON;0.0;;;;;;;
2016-05-08\Copy-Paste-Soul_-_Push-Original-Mix.mp3;tags;Copy Paste Soul;Push (Original Mix);NON;0.0;;;;;;;
2016-05-08\Justin-Jay_-_Static-Original-Mix.mp3;tags;Justin-Jay;Static-Original-Mix;MATCH;100.0;Justin Jay (2);Static;Electronic;Minimal Techno/Minimal/Tech House;2013;Dirtybird;4685714
2016-05-08\Moby_-_Go-Trentemoller-Remix.mp3;tags;Moby;Go (Trentemoller Remix);MATCH;100.0;Moby;Go (Trentemoller Remix);Electronic;House/Tech House;2006;Mute;789339
2016-05-11\Jhonsson---Way-Too-Long-Original-Mix-Deep-House.mp3;tags;Jhonsson;Way Too Long (Original Mix);MATCH;100.0;Jhōnsson;Way Too Long (Original Mix);Electronic;Deep House;2014;Love Not Money Records;6044266
2016-05-11\Kollektiv-Turmstrasse_-_Melodrama-Oliver-Huntemann-Remix.mp3;tags;Kollektiv Turmstrasse;Melodrama (Oliver Huntemann Remix);MATCH;100.0;Kollektiv Turmstrasse;Melodrama (Oliver Huntemann Remix);Electronic;Techno/Minimal;2009;Ostwind Records;1857905
2016-05-11\Weval_-_Half-Age.mp3;tags;Weval;Half Age (Original Mix);MATCH;100.0;Weval;Half Age;Electronic;Synth-pop/Ambient/Minimal;2013;Atomnation;5607972
2016-05-11\weval_-_detian-original-mix.mp3;tags;Weval;Detain (Original Mix);NON;0.0;;;;;;;
2016-05-14\6th-Borough-Project_-_Miss-World-OOFT-Remix.mp3;tags;6th Borough Project remixed by OOFT!;Miss World (OOFT! Remix);MATCH;100.0;6th Borough Project;Miss World (OOFT! Remix);Electronic;House/Disco;2009;Delusions Of Grandeur;1971434
2016-05-14\Doomwork_-_Tonga.mp3;tags;Doomwork;Tonga;MATCH;100.0;Doomwork;Tonga;Electronic;House/Tech House;2010;Monique Musique;2501385
2016-05-14\GIMBAL-amp-SINAN_-_Wonderland-Original-Mix-.mp3;tags;GIMBAL & SINAN;Wonderland;NON;0.0;;;;;;;
2016-05-14\Oliver-Koletzki_-_Iywaye-Original-Mix.mp3;tags;Oliver Koletzki;Iywaye-Original-Mix;NON;62.5;Oliver Koletzki;Get Wasted;;;;;
2016-05-14\Tube-and-Berger-Kean-Sanders_-_Slumdog-Superstar-Original-Mix.mp3;tags;Tube & Berger, Kean Sanders;Slumdog Superstar;MATCH;100.0;Tube & Berger;Slumdog Superstar;Electronic;Tech House;2010;Raveline;2692933
2016-05-30\Andy-Cato_-_Bassline-Track.mp3;tags;Andy Cato;"""Bassline Track""";MATCH;90.9;Andy Cato;That Bassline Track;Electronic;Tech House;2010;Get Digital Music;2428250
2016-05-30\Bakers-Dozen_-_Piano-Lessons-Full-Piano-Workout-Mix.mp3;tags;Bakers Dozen;Piano Lessons (Full Piano Workout Mix);NON;0.0;;;;;;;
2016-05-30\Eclectic_-_Envolve-Original-Mix.mp3;tags;Eclectic;Envolve (Original Mix);NON;0.0;;;;;;;
2016-05-30\German-Brigante_-_Hey-Whats-Up-Original-Mix.mp3;tags;German Brigante;Hey, What's Up? (Original Mix);MATCH;100.0;German Brigante;Hey, What's Up (Original Mix);Electronic;Tech House;2014;Series Music;5855504
2016-05-30\Gramatik_-_Muy-Tranquilo.mp3;tags;Gramatik;muy tranquilo original mix;MATCH;100.0;Gramatik;Muy Tranquilo;Electronic/Hip Hop/Funk / Soul;Instrumental/Downtempo/Funk;2010;Cold Busted;2574023
2016-05-30\Julian-Jeweil_-_Wax-Original-Mix.mp3;tags;Julian Jeweil;Wax (Original Mix);MATCH;100.0;Julian Jeweil;Wax;Electronic;Techno;2015;M_nus;7844450
2016-05-30\Maetrik_-_The-Reason-Original-Mix.mp3;tags;Maetrik;The Reason (Original Mix);MATCH;100.0;Maetrik;The Reason;Electronic;Techno;2012;Cocoon Recordings;3382236
2016-05-30\Marcellus-Wallace_-_Catch-The-Beat.mp3;tags;Marcellus Wallace;Catch The Beat;MATCH;100.0;Marcellus Wallace;Catch The Beat;Electronic;House;2016;Simma Red;8374318
2016-05-30\Marcellus-Wallace_-_Lost-Original-Mix.mp3;tags;Marcellus Wallace;Lost (Original Mix);MATCH;100.0;Marcellus Wallace;Lost;Electronic;House;2015;Simma Red;8194563
2016-05-30\Marcellus-Wallace_-_Medina.mp3;tags;Marcellus Wallace;Medina (Original Mix);NON;0.0;;;;;;;
2016-05-30\Misstress-Barbara_-_Barcelona-Original-Mix.mp3;tags;Misstress Barbara;Barcelona (Original Mix);MATCH;100.0;Misstress Barbara;Barcelona;Electronic;Tech House/Techno/Experimental/Minimal;2007;Border Community;908704
2016-05-30\Oliver-S_-_Doin-Ya-Thang-Original-Mix.mp3;tags;Oliver S;Doin Ya Thang (Original Mix);MATCH;94.3;Oliver $;Doin' Ya Thang (Original);Electronic;Deep House/Tech House;2011;Play It Down;2850347
2016-05-30\Stereo-MCs-feat-Terranova_-_Deeper-Original-Mix.mp3;tags;Stereo MC's feat. Terranova;Deeper (Original Mix);MATCH;100.0;Stereo MC's;Deeper;Electronic;Techno/Tech House;2015;Connected (5);7801747
2016-05-30\Telepopmusik_-_Breathe-Stereo-Express-Remix.mp3;tags;Telepopmusik;Breathe-Stereo-Express-Remix;MATCH;100.0;Télépopmusik;Breathe (Stereo Express Remix);Electronic;Deep House/Tech House/Electro;2015;Love Matters;7303206
2016-05-30\Telepopmusik_-_Breathe.mp3;tags;Telepopmusik;Breathe;MATCH;100.0;Télépopmusik;Breathe;Electronic/Hip Hop;Downtempo/Trip Hop/Hip Hop;2001;EMI Music France;27522
2016-06-14\Chiwoniso_-_Zvichapera.mp3;tags;Chiwoniso;Zvichapera;NON;0.0;;;;;;;
2016-06-14\Rosemary-ClooneyampPerez-Prado_-_Sway.mp3;tags;Rosemary Clooney & Perez Prado;Sway;NON;0.0;;;;;;;
2016-06-14\Todd-Terje_-_Alfonso-Muskedunder-Deetron-Remix.mp3;tags;Todd Terje;Alfonso-Muskedunder-Deetron-Remix;MATCH;100.0;Todd Terje;Alfonso Muskedunder (Deetron Remix);Electronic;Nu-Disco;2015;Olsen;6851999
2016-06-30\Marc-Romboy-Stephan-Bodzin-Atlas-Adriatique-Remix.mp3;tags;Marc Romboy, Stephan Bodzin;Atlas (Adriatique Remix);MATCH;97.8;Marc Romboy Vs. Stephan Bodzin;Atlas (Adriatique Remix);Electronic;Deep House/Nu-Disco/House;2016;Systematic (3);8669368
2016-09-01\Tigerskin_-_November_muzafon.pro.mp3;tags;Tigerskin;November;MATCH;100.0;Tigerskin;November;Electronic;House/Deep House;2011;Dirt Crew Recordings;3240188
2016-10-23\Adam Beyer_Parallels_Original_Mix.mp3;tags;Adam Beyer, Joseph Capriati;Parallels (Original Mix);NON;0.0;;;;;;;
2016-10-23\Addicted_Teenage_Mutants_Remix.mp3;tags;Cari Golden, niiche;Addicted (Teenage Mutants Remix);MATCH;100.0;Niiche;Addicted (Teenage Mutants Remix);Electronic;Tech House/Techno;2016;Incorrect Music;8636974
2016-10-23\Agoria_Bapteme_Original_Mix.mp3;tags;Agoria;Bapteme (Original Mix);MATCH;100.0;Agoria;Baptême;Electronic;Techno/House;2015;Kompakt;6896572
2016-10-23\Le Corbusier_DMT_Original_Mix.mp3;tags;Le Corbusier;DMT (Original Mix);NON;0.0;;;;;;;
2016-10-23\Le Corbusier_Dance_Original_Mix.mp3;tags;Le Corbusier;Dance (Original Mix);NON;0.0;;;;;;;
2016-10-23\Le Corbusier_Eskiboy_Original_Mix.mp3;tags;Le Corbusier;Eskiboy (Original Mix);NON;0.0;;;;;;;
2016-10-23\Teenage Mutants_Elision_Original_Mix.mp3;tags;Jonas Saalbach, Teenage Mutants;Elision (Original Mix);NON;0.0;;;;;;;
2016-10-23\Teenage Mutants_Expression_Original_Mix.mp3;tags;Teenage Mutants, EdOne, Bodden;Expression (Original Mix);NON;0.0;;;;;;;
2016-11-26\Gorje_Hewek_Izhevski_-_Innoko_muzafon.me.mp3;tags;Gorje Hewek & Izhevski;Innoko;MATCH;100.0;Gorje Hewek & Izhevski;Innoko;Electronic;Deep House;2016;Shanti Radio Moscow;8605406
2016-11-26\Hauswerks_Doorly_-_The_Illusionist_Original_Mix__muzafon.me.mp3;tags;Hauswerks, Doorly;The Illusionist (Original Mix);MATCH;100.0;Doorly;The Illusionist;Electronic;Tech House/House;2015;Hot Creations;7519568
2016-11-26\Precious_-_definition_of_a_track_muzafon.me.mp3;tags;Precious;Definition of a Track;MATCH;100.0;Precious;Definition Of A Track;Electronic/Hip Hop;House/Hip-House;1989;On The Beat;217145
2016-11-26\Recondite_-_Caldera_Original_Mix__muzafon.me.mp3;tags;Recondite;Caldera (Original Mix);MATCH;100.0;Recondite;Caldera;Electronic;Techno;2014;Hotflush Recordings;6029111
2016-11-26\Tale_Of_Us_-_North_Star_Original_Mix__muzafon.me.mp3;tags;Tale of Us;Unreleased (Life&Death);NON;71.0;Tale Of Us;Departures;;;;;
2017-05-22\Alternate_Perceptions_-Nowhere_Nuthin_Original_Mix.mp3;tags;Alternate Perceptions;Nowhere Nuthin Original Mix;NON;0.0;;;;;;;
2017-05-22\Boris_Brejcha_-Angel_In_The_Sky_Original_Mix.mp3;tags;Boris Brejcha;Angel In The Sky Original Mix;MATCH;100.0;Boris Brejcha;Angel In The Sky;Electronic;Minimal Techno/Techno;2013;Harthouse Digital;5565848
2017-05-22\Bream_-Rhodos.mp3;tags;Bream;Rhodos;MATCH;100.0;Bream (2);Rhodos (Radio Edit);Electronic;Progressive House;2010;Fusion Recordings;16008202
2017-05-22\Charlotte_De_Witte_-Weltschmerz_Original_Mix.mp3;tags;Charlotte De Witte;Weltschmerz Original Mix;MATCH;100.0;Charlotte De Witte;Weltschmerz;Electronic;Techno;2015;Turbo;7836869
2017-05-22\Dave_Porter_-_Breaking_Bad_Township_Rebellion_Remix.mp3;nom de fichier;Dave_Porter;Breaking_Bad_Township_Rebellion_Remix;NON;78.2;Dave Porter (5);Breaking Bad Main Title Theme (Extended);;;;;
2017-05-22\Dole_amp_Kom_-Southern_Living_Original_Mix.mp3;tags;"Dole &amp; Kom";Southern Living (Original Mix);MATCH;100.0;Dole & Kom;Southern Living;Electronic;Tech House/Progressive House;2015;Spielgold;7519687
2017-05-22\Eelke_Kleijn_-Universal_Soul_Original_Mix.mp3;tags;Eelke Kleijn;Universal Soul (Original Mix);MATCH;100.0;Eelke Kleijn;Universal Soul;Electronic;House/Tech House;2014;Toolroom Trax;10829681
2017-05-22\Hobo_-Daydream_Original_Mix.mp3;tags;Hobo;Daydream (Original Mix) http:/;NON;65.0;Hobo (3);From A To B;;;;;
2017-05-22\Ida_Corr_-Jungle_Fever_Township_Rebellion_Remix.mp3;tags;Ida Corr;Jungle Fever (Township Rebellion Remix);MATCH;100.0;Ida Corr;Jungle Fever (Township Rebellion Remix);Electronic;Progressive House;2014;Co2 Music;6100964
2017-05-22\Josh_Wink_-Buoyantly_Grounded.mp3;tags;Josh Wink;Buoyantly Grounded;NON;0.0;;;;;;;
2017-05-22\RUFUS_-Innerbloom_H_O_S_H_Remix_DP.mp3;tags;RUFUS;Innerbloom (H O S H Remix);MATCH;100.0;Rüfüs;Innerbloom (H.O.S.H Remix);Electronic;Synth-pop/House/Leftfield;2016;Sweat It Out!;8394307
2017-05-22\Sarah_Vaughan_-Whatever_Lola_Wants.mp3;tags;Sarah Vaughan;Whatever Lola Wants;MATCH;100.0;Sarah Vaughan;Whatever Lola Wants;Jazz;Easy Listening;1954;Mercury;684651
2017-05-22\Ten_Walls_-Mongol.mp3;tags;Ten Walls;Mongol;MATCH;100.0;Ten Walls;Mongol;Electronic;Deep House;2013;Life And Death;5068388
2017-05-22\Township_Rebellion_-1625.mp3;tags;Township Rebellion;1625;MATCH;100.0;Township Rebellion;1625;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-After_Berlin_Original_Mix.mp3;tags;Township Rebellion;After Berlin Original_Mix;MATCH;100.0;Township Rebellion;After Berlin;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-Charlotte_Original_Mix.mp3;tags;Township Rebellion;Charlotte Original Mix;NON;0.0;;;;;;;
2017-05-22\Township_Rebellion_-Das_Schwarze_Loch.mp3;tags;Township Rebellion;Das Schwarze Loch;MATCH;100.0;Township Rebellion;Das Schwarze Loch;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-Demenz.mp3;tags;Township Rebellion;Demenz;NON;0.0;;;;;;;
2017-05-22\Township_Rebellion_-Desert_Eagle.mp3;tags;Township Rebellion;Desert Eagle;NON;0.0;;;;;;;
2017-05-22\Township_Rebellion_-Expression.mp3;tags;Township Rebellion;Expression;MATCH;100.0;Township Rebellion;Expression;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-Galil.mp3;tags;Township Rebellion;Galil;NON;0.0;;;;;;;
2017-05-22\Township_Rebellion_-Industry.mp3;tags;Township Rebellion;Industry;MATCH;100.0;Township Rebellion;Industry;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-Injection.mp3;tags;Township Rebellion;Injection;MATCH;100.0;Township Rebellion;Injection;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-Kristalle.mp3;tags;Township Rebellion;Kristalle;MATCH;100.0;Township Rebellion;Kristalle;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-Massive.mp3;tags;Township Rebellion;Massive;MATCH;100.0;Township Rebellion;Massive;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-Portus.mp3;tags;Township Rebellion;Portus;NON;0.0;;;;;;;
2017-05-22\Township_Rebellion_-Too_Late_for_N.mp3;tags;Township Rebellion;Too Late for Now;NON;0.0;;;;;;;
2017-05-22\Township_Rebellion_-Toronto.mp3;tags;Township Rebellion;Toronto;NON;0.0;;;;;;;
2017-05-22\Township_Rebellion_-Vobia.mp3;tags;Township Rebellion;Vobia;MATCH;100.0;Township Rebellion;Vobia;Electronic;Tech House;2016;Tommy Boy;13599758
2017-05-22\Township_Rebellion_-Wanderland.mp3;tags;Township Rebellion;Wanderland;NON;0.0;;;;;;;
2017-05-22\Uto_Karem_-Butterfly_Effect.mp3;tags;Uto Karem;Butterfly Effect;MATCH;100.0;Uto Karem;Butterfly Effect;Electronic;Minimal Techno/Tech House;2010;Plus 8 Records;2247861
2017-05-22\Uto_Karem_-Deep_Inside_Format_B_Remix.mp3;tags;Uto Karem;Deep Inside (Format B Remix);MATCH;100.0;Uto Karem;Deep Inside (Format:B Remix);Electronic;Techno;2012;Agile Recordings;15069608
2017-05-27\boris_brejcha_white_snake.mp3;tags;Boris Brejcha;White Snake;MATCH;100.0;Boris Brejcha;White Snake;Electronic;Minimal Techno;2007;Harthouse Digital;978203
2017-05-27\daniel_bortz_-_steady_note_original_mix.mp3;tags;Daniel Bortz;Steady Note (Original Mix);MATCH;100.0;Daniel Bortz;Steady Note;Electronic;Techno/Minimal;2014;Pastamusik;6417675
2017-05-27\rodriguez_jr_kenopsia_original_mix.mp3;tags;Rodriguez Jr.;Kenopsia (Original Mix);MATCH;100.0;Rodriguez Jr.;Kenopsia;Electronic;Tech House/Deep House;2015;Mobilee;7408881
2017-05-27\victor_ruiz_-_serpens_original_mix.mp3;tags;Victor Ruiz;Serpens (Original Mix);MATCH;100.0;Victor Ruiz (2);Serpens;Electronic;Techno;2014;Electric Ballroom (2);6511856
2017-06-02\henry_krinkle_-_stay_kolsch_remix.mp3;tags;Henry Krinkle;Stay (Kolsch Remix);MATCH;100.0;Henry Krinkle;Stay (Kolsch Remix);Electronic;Deep House/Tech House;2014;Sony Music;6724444
2017-06-02\klsch_-_1983.mp3;tags;Kölsch;1983;MATCH;100.0;Kölsch;1983;Electronic;Tech House/Techno/Progressive House;2015;Kompakt;7097208
2017-06-02\klsch_-_bappedekkel.mp3;tags;Kölsch;Bappedekkel;MATCH;100.0;Kölsch;Bappedekkel;Electronic;Tech House/Techno/Progressive House;2013;Kompakt;4668103
2017-06-02\klsch_-_basshund.mp3;tags;Kölsch;Basshund;MATCH;100.0;Kölsch;Basshund;Electronic;Tech House/Techno/Progressive House;2013;Kompakt;4668103
2017-06-02\klsch_-_bloodline_feat_tomas_hffding_original_mix.mp3;tags;Kölsch;Bloodline Feat. Tomas Høffding (Original Mix);MATCH;100.0;Kölsch;Bloodline;Electronic;Tech House/Techno/Progressive House;2015;Kompakt;7097208
2017-06-02\klsch_-_der_alte.mp3;tags;Kölsch;Der Alte;MATCH;100.0;Kölsch;Der Alte;Electronic;Techno/Tech House;2011;Kompakt Extra;3228076
2017-06-02\klsch_-_die_anderen.mp3;tags;Kölsch;Die Anderen;MATCH;100.0;Kölsch;Die Anderen;Electronic;Tech House/Techno/Progressive House;2015;Kompakt;7097208
2017-06-02\klsch_-_e45.mp3;tags;Kölsch;E45;MATCH;100.0;Kölsch;E45;Electronic;Tech House/Techno/Progressive House;2015;Kompakt;7097208
2017-06-02\klsch_-_grey.mp3;tags;Kölsch;Grey;MATCH;100.0;Kölsch;Grey;Electronic;Tech House;2016;Kompakt Extra;9074113
2017-06-02\klsch_-_moonface.mp3;tags;Kölsch;Moonface;MATCH;100.0;Kölsch;Moonface;Electronic;Tech House/Techno/Progressive House;2015;Kompakt;7097208
2017-06-02\klsch_-_opa.mp3;tags;Kölsch;Opa;MATCH;100.0;Kölsch;Opa;Electronic;Techno/Tech House;2011;Kompakt Extra;3228076
2017-06-02\klsch_-_pacer.mp3;tags;Kölsch;Pacer;MATCH;100.0;Kölsch;Pacer;Electronic;Tech House/Techno/Progressive House;2015;Kompakt;7097208
2017-06-02\klsch_-_two_birds.mp3;tags;Kölsch;Two Birds;MATCH;100.0;Kölsch;Two Birds;Electronic;Techno;2015;Kompakt Extra;6897586
2017-06-02\klsch_-_unterwegs.mp3;tags;Kölsch;Unterwegs;MATCH;100.0;Kölsch;Unterwegs;Electronic;Tech House/Techno/Progressive House;2015;Kompakt;7097208
2017-06-02\klsch_-_zig.mp3;tags;Kölsch;Zig;MATCH;100.0;Kölsch;Zig;Electronic;Tech House;2013;Kompakt Extra;4503786
2017-06-02\kolsch_-_cassiopeia_feat_gregor_schwellenbach.mp3;tags;Kolsch;Cassiopeia (feat. Gregor Schwellenbach);MATCH;100.0;Kölsch;Cassiopeia;Electronic;Minimal/Tech House;2014;Kompakt Extra;5822136
2017-06-02\kolsch_-_derdiedas_original_mix_kompakt_(zf.fm).mp3;tags;Kolsch;Derdiedas (Original Mix) [Kompakt];NON;81.5;Kölsch;DerDieDas;;;;;
2017-06-02\kolsch_-_eiswinter.mp3;tags;Kolsch;Eiswinter;MATCH;100.0;Kölsch;Eiswinter;Electronic;Tech House/Techno/Progressive House;2013;Kompakt;4668103
2017-06-02\kolsch_-_felix.mp3;tags;Kolsch;Felix;MATCH;100.0;Kölsch;Felix;Electronic;Tech House/Techno/Progressive House;2013;Kompakt;4668103
2017-06-02\kolsch_-_goldfisch_original_mix.mp3;tags;Kolsch;Goldfisch (Original Mix);MATCH;100.0;Kölsch;Goldfisch;Electronic;Tech House;2013;Kompakt Extra;4503786
2017-06-02\kolsch_-_loreley.mp3;tags;Kolsch;Loreley;MATCH;100.0;Kölsch;Loreley;Electronic;Techno/Tech House;2010;Kompakt Extra;2511047
2017-06-02\kolsch_-_oma.mp3;tags;Kolsch;Oma;MATCH;100.0;Kölsch;Oma;Electronic;Tech House/Techno/Progressive House;2013;Kompakt;4668103
2017-06-02\kolsch_-_silberpfeil.mp3;tags;Kolsch;Silberpfeil;MATCH;100.0;Kölsch;Silberpfeil;Electronic;Techno/Tech House;2010;Kompakt Extra;2511047
2017-06-02\kolsch_-_wasserschutz.mp3;tags;Kolsch;Wasserschutz;MATCH;100.0;Kölsch;Wasserschutz;Electronic;Tech House/Techno/Progressive House;2013;Kompakt;4668103
